TestID,AP_RSSI,AP_TxRate,AP_Noise,AP_MCS,AP_Throughput,AP_FDR,Client_RSSI,Client_TxRate,Client_Noise,Client_MCS,Client_Throughput,Client_FDR,iPerf_Throughput,GoPing_Min,GoPing_Avg,GoPing_Max,GoPing_Std.Dev,GoPing_Loss,Label 
446,-67,65,-95,MCS7,56.9,0.907481,43.636667,-67,65,-95,MCS7,54.9,0.889891,424.52,755.5212164948,1048.66,46.5687167856,0,0
447,-68,65,-95,MCS7,56.9,0.90557,43.326667,-65,65,-95,MCS7,54.9,0.889413,665.74,753.8187831858,849.62,35.4525271648,0,0
448,-67,65,-95,MCS7,56.9,0.904955,43.513333,-66,65,-95,MCS7,54.1,0.888524,150.64,698.0253617021,859.18,176.4753710361,0,0
449,-67,65,-95,MCS7,35,0.904923,11.005333,-67,65,-95,MCS7,35,0.888787,1.62,204.0063368421,837.4,167.3736493178,0.02,2
450,-67,65,-95,MCS7,56.9,0.906691,42.343667,-67,65,-95,MCS7,54.1,0.891582,672.4,753.7848901099,849.59,32.9778092429,0,0
451,-67,65,-95,MCS7,56.9,0.898458,44.175862,-68,65,-95,MCS7,49.8,0.840359,1.1,647.7517938144,876.77,221.6942492757,0.1,0
452,-68,65,-95,MCS7,57.2,0.903002,43.476667,-67,65,-95,MCS7,54.1,0.847455,677.08,755.0690871369,865.9,30.9992882397,0,0
453,-68,65,-95,MCS7,56.6,0.901586,43.273333,-67,65,-95,MCS7,54.1,0.860602,177.72,431.0656567797,677.73,62.2470432385,0.01,2
454,-66,65,-95,MCS7,56.9,0.902051,43.3,-68,65,-95,MCS7,54.1,0.868005,407.48,701.9052401747,866.01,100.6296790306,0,0
455,-67,65,-95,MCS7,56.9,0.901108,43.493333,-67,65,-95,MCS7,54.1,0.871363,657.09,753.109321663,838.11,34.169773957,0,0
456,-67,65,-95,MCS7,56.9,0.900824,43.516667,-67,65,-95,MCS7,54.1,0.872491,665.31,753.7046511628,832.9,32.3237101716,0,0
457,-67,65,-95,MCS7,56.7,0.900544,43.34,-65,65,-95,MCS7,52.9,0.871554,661.32,758.399916318,844.65,33.4574410795,0,0
458,-67,65,-95,MCS7,56.9,0.900445,43.616667,-68,65,-95,MCS7,54.1,0.874402,277.55,709.614967033,898.71,112.1716225301,0.03,0
459,-67,65,-95,MCS7,56.9,0.900242,42.943333,-67,65,-95,MCS7,48.9,0.875031,272.41,440.7147628866,541.62,44.807028027,0.03,2
460,-67,65,-95,MCS7,56.9,0.899979,43.426667,-68,65,-95,MCS7,49.8,0.875603,441.5,720.7083957219,842.62,89.5093613698,0,0
461,-66,65,-95,MCS7,53.8,0.890654,44.144828,-67,65,-95,MCS7,54,0.85761,25.34,667.1203153153,874.96,193.9423887079,0.09,0
462,-67,65,-95,MCS7,57.2,0.901638,43.406667,-66,65,-95,MCS7,54.1,0.870985,670.26,754.3051473923,829.79,31.4346437069,0,0
463,-66,65,-95,MCS7,56.6,0.900295,43.25,-67,65,-95,MCS7,49.4,0.876566,271.56,396.549954955,768.59,73.0985046741,0.01,2
464,-69,65,-95,MCS7,56.9,0.899499,43.166667,-68,65,-95,MCS7,54.9,0.87936,372.27,692.7451293103,827.09,121.3340629817,0,0
465,-67,65,-95,MCS7,56.9,0.899072,43.38,-68,65,-95,MCS7,54.1,0.879461,663.94,757.8189519651,869.88,32.4258197196,0,0
466,-67,65,-95,MCS7,56.9,0.899272,43.55,-66,65,-95,MCS7,51.4,0.879877,679.93,754.3426304802,892.04,33.5223866958,0,0
467,-67,65,-95,MCS7,57.2,0.899331,43.53,-67,65,-95,MCS7,54,0.878665,663.77,753.4386680761,838.97,32.8487438905,0,0
468,-67,65,-95,MCS7,57.2,0.899633,43.663333,-65,65,-95,MCS7,54.9,0.88011,55.86,716.1261764706,852.83,127.508700244,0.06,0
469,-68,65,-95,MCS7,56.9,0.899836,43.1,-67,65,-95,MCS7,54.1,0.880138,204.92,332.6251639344,467.99,43.8190409055,0,2
470,-68,65,-95,MCS7,56.9,0.899231,43.003333,-68,65,-95,MCS7,50.2,0.880351,304.81,700.8447683924,847.29,133.8889298165,0,0
471,-68,65,-95,MCS7,48.8,0.895773,43.813793,-66,65,-95,MCS7,54.1,0.858753,1.61,669.2896041667,852.9,196.8143188379,0.03,0
472,-68,65,-95,MCS7,57.2,0.898503,43.32,-68,65,-95,MCS7,51.5,0.873352,682.61,759.3989823009,869.8,33.7790115928,0,0
473,-67,65,-95,MCS7,56.9,0.898764,42.986667,-67,65,-95,MCS7,54.9,0.879483,72.73,291.3918052738,766.45,73.0279632165,0.04,2
474,-67,65,-95,MCS7,56.9,0.897344,43.19,-68,65,-95,MCS7,52.1,0.880752,209.9,642.7616335541,848.54,199.2915392658,0,0
475,-67,65,-95,MCS7,54.9,0.89799,43.343333,-67,65,-95,MCS7,54.1,0.880744,668.56,762.1629661017,872.49,33.362838343,0,0
476,-67,65,-95,MCS7,56.9,0.897511,43.126667,-67,65,-95,MCS7,51.4,0.879486,632,758.1717155756,843.11,33.8947317566,0,0
477,-68,65,-95,MCS7,53.4,0.897487,43.216667,-67,65,-95,MCS7,53.5,0.879656,664.48,756.6206882591,844.93,34.2973967322,0,0
478,-67,65,-95,MCS7,56.9,0.897822,43.516667,-65,65,-95,MCS7,52.9,0.879961,100.69,709.9896336207,854.12,150.1740451916,0,0
479,-67,65,-95,MCS7,56.9,0.898222,43.226667,-66,65,-95,MCS7,51.7,0.880179,137.51,260.9570322581,351.68,42.9801468273,0.01,2
480,-67,65,-95,MCS7,56.9,0.898043,43.37,-68,65,-95,MCS7,53.7,0.880579,179.34,666.8344210526,843.28,184.2677993314,0,0
481,-67,65,-95,MCS7,56.7,0.896659,43.748276,-67,65,-95,MCS7,54.1,0.879591,1.5,665.697489083,929.02,210.9283899832,0.09,0
482,-67,65,-95,MCS7,56.9,0.897167,43.233333,-68,65,-95,MCS7,51.8,0.8826,677.75,757.6734978541,854.62,32.5290349141,0,0
483,-67,65,-95,MCS7,51.4,0.898127,38.706667,-68,65,-95,MCS7,44.4,0.886089,1.58,67.0388085106,754.12,76.0988809705,0.03,2
484,-67,65,-95,MCS7,56.9,0.898311,42.833333,-68,65,-95,MCS7,54.1,0.884596,409.62,747.5189699571,847.83,55.2074401884,0,0
485,-68,65,-95,MCS7,56.9,0.898204,43.393333,-67,65,-95,MCS7,52.7,0.8838,661.02,755.5622515213,846.52,32.9510176766,0,0
486,-68,65,-95,MCS7,56.9,0.89852,43.353333,-68,65,-95,MCS7,54.1,0.883573,666.48,757.1042444444,847.16,31.9897218561,0,0
487,-67,65,-95,MCS7,56.9,0.898799,43.463333,-68,65,-95,MCS7,51.2,0.883165,680.21,756.3922608696,842.36,32.7587388556,0,0
488,-68,65,-95,MCS7,56.9,0.89919,43.34,-66,65,-95,MCS7,54.1,0.883021,51.89,700.9519187359,888.04,191.8238585628,0.03,0
489,-67,65,-95,MCS7,35,0.899133,29.453333,-65,65,-95,MCS7,35,0.883021,1.29,109.38102,741,168.4072391828,0.01,2
490,-69,65,-95,MCS7,57.2,0.900859,42.713333,-67,65,-95,MCS7,54.1,0.883747,678.22,758.8307940447,862.46,34.814733645,0,0
491,-68,65,-95,MCS7,56.9,0.890514,43.689655,-66,65,-95,MCS7,52.9,0.879417,1.56,657.3537061404,871.57,223.1867296949,0.12,0
492,-68,65,-95,MCS7,56.9,0.896914,43.413333,-66,65,-95,MCS7,50.8,0.883279,342.47,748.6031947484,846.66,46.0033660631,0.01,0
493,-67,65,-95,MCS7,35,0.898947,20.11,-67,65,-95,MCS7,35,0.883984,1.5,77.2648076923,197.83,13.2405981325,0,2
494,-67,65,-95,MCS7,35,0.910848,42.763333,-68,65,-95,MCS7,54.9,0.895523,449.94,745.4677966102,845.39,50.6549211496,0,0
495,-68,65,-95,MCS7,57.2,0.908088,43.32,-67,65,-95,MCS7,54.1,0.892904,679.22,755.6838127854,847.75,33.7039101742,0,0
496,-68,65,-95,MCS7,56.9,0.907103,43.553333,-67,65,-95,MCS7,54.9,0.891158,672.8,755.3116216216,846.19,33.4485356213,0,0
497,-67,65,-95,MCS7,56.9,0.905713,43.243333,-67,65,-95,MCS7,49.1,0.889216,682.49,757.9201086957,855.23,33.370395976,0,0
498,-68,65,-95,MCS7,55.8,0.904665,43.24,-68,65,-95,MCS7,54.1,0.887819,150.58,698.6611752577,870.46,186.6571873852,0,0
499,-67,65,-95,MCS7,35,0.904417,10.830667,-67,65,-95,MCS7,35,0.887632,1.56,202.2488983051,834.83,166.774712577,0.02,2
500,-69,65,-95,MCS7,56.9,0.906276,42.486667,-66,65,-95,MCS7,54.1,0.889443,663.01,754.4426767677,852.4,32.4459625106,0,0
