@relation Attenuation.AccessLink.Binary_2

@attribute TestID numeric
@attribute AP_RSSI numeric
@attribute AP_TxRate numeric
@attribute AP_Noise numeric
@attribute AP_MCS {MCS7,MCS6,MCS5,MCS4,MCS2,MCS1,MCS0,5.5M,MCS3}
@attribute AP_Throughput numeric
@attribute AP_FDR numeric
@attribute Client_RSSI numeric
@attribute Client_TxRate numeric
@attribute Client_Noise numeric
@attribute Client_MCS numeric
@attribute Client_Throughput {MCS7,MCS5,MCS4,MCS3,MCS2,MCS1,MCS0,5.5M,MCS6,11.0M}
@attribute Client_FDR numeric
@attribute iPerf_Throughput numeric
@attribute GoPing_Min numeric
@attribute GoPing_Avg numeric
@attribute GoPing_Max numeric
@attribute GoPing_Std.Dev numeric
@attribute GoPing_Loss numeric
@attribute class {0,1}

@data
179,-82,19.5,-95,MCS2,16.7,0.897969,14.308421,-82,19.5,-95,MCS2,16.1,0.726621,508.47,1892.578706,2972.92,756.551764,0,1
180,-68,65,-95,MCS7,56.9,0.897008,41.486667,-68,65,-95,MCS7,54.1,0.708926,690.2,761.813539,853.98,32.555576,0,0
181,-66,65,-95,MCS7,56.9,0.896,43.965517,-67,65,-95,MCS7,54.1,0.85046,1.54,659.058812,1146.66,219.248667,0.09,0
182,-67,65,-95,MCS7,56.9,0.900698,43.353333,-67,65,-95,MCS7,54.9,0.87809,668.43,754.199263,841.39,33.80492,0,0
183,-85,13,-95,MCS1,10.5,0.668687,9.069,-86,13,-95,MCS2,10.6,0.685576,643.2,3405.371542,4521.43,850.542619,0.04,1
184,-68,65,-95,MCS7,56.9,0.897461,42.41,-68,65,-95,MCS7,50.6,0.874117,682.52,755.663681,847.29,32.190778,0,0
185,-68,65,-95,MCS7,54.9,0.897136,43.216667,-68,65,-95,MCS7,54.1,0.866825,685.09,758.536239,855.74,33.884327,0,0
186,-67,65,-95,MCS7,56.9,0.897322,43.45,-68,65,-95,MCS7,54.1,0.87613,598.1,755.257725,895.62,35.309025,0,0
187,-67,65,-95,MCS7,57.2,0.898081,43.436667,-66,65,-95,MCS7,54.1,0.871963,522.38,759.029387,1013.62,47.369959,0,0
188,-68,65,-95,MCS7,56.9,0.898987,43.453333,-67,65,-95,MCS7,51.2,0.870354,471.1,1340.177576,8221.6,1662.235482,0.01,0
189,-87,6.5,-95,MCS0,5.6,0.899503,5.218,-86,13,-95,MCS1,7.1,0.673836,481.07,5278.462756,8667.77,2330.812802,0.43,1
190,-67,65,-95,MCS7,57.2,0.899102,42.48,-66,65,-95,MCS7,54.1,0.869966,678.37,752.864973,847.72,31.89436,0,0
191,-68,65,-95,MCS7,35,0.889315,43.67931,-67,65,-95,MCS7,54.1,0.880903,38.59,676.118534,858.46,194.082378,0.1,0
192,-68,65,-95,MCS7,56.1,0.894294,43.356667,-67,65,-95,MCS7,54.1,0.866429,638.51,757.907908,976.4,36.46042,0,0
193,-88,5.5,-95,5.5M,3.5,0.856867,39.275758,-88,11,-95,11.0M,3.6,0.550918,146.78,3663.127084,13905.66,2766.617116,0.72,1
194,-67,65,-95,MCS7,56.9,0.868756,-1,-67,65,-95,MCS7,54.3,0.868941,336.5,716.659896,841.46,84.15957,0,0
195,-68,65,-95,MCS7,56.6,0.897368,43.193333,-67,65,-95,MCS7,54.9,0.871212,681.98,761.120292,871.13,34.399211,0,0
196,-68,65,-95,MCS7,54.4,0.897831,43.143333,-66,65,-95,MCS7,54.9,0.871884,654.87,757.594561,852.63,34.736905,0,0
197,-67,65,-95,MCS7,57.2,0.897429,43.453333,-67,65,-95,MCS7,47.4,0.868667,620.74,754.316073,857.41,35.769288,0,0
198,-68,65,-95,MCS7,56.9,0.898415,43.41,-67,65,-95,MCS7,51.2,0.869174,660.5,756.082,847.39,32.838456,0,0
199,-88,5.5,-95,5.5M,1.8,0.74982,-1,-90,5.5,-95,5.5M,2.5,0.820312,208.23,7372.244067,30988.05,9115.274155,1.9,1
200,-68,65,-95,MCS7,56.9,0.737976,45.1,-66,65,-95,MCS7,49.2,0.865173,319.78,543.751036,803.03,94.24934,0,0
201,-67,65,-95,MCS7,53.4,0.882677,43.893103,-68,65,-95,MCS7,48.8,0.854502,1.63,656.382844,896.88,204.626654,0.06,0
202,-68,65,-95,MCS7,56.9,0.900631,43.463333,-68,65,-95,MCS7,54.9,0.863026,360.49,758.598874,1352.42,71.4132,0,0
203,-71,58.5,-95,MCS6,48.8,0.887247,38.736667,-67,65,-95,MCS7,45.7,0.848771,378.04,870.119768,1366.15,99.667044,0,1
204,-67,65,-95,MCS7,56.9,0.884175,42.99,-67,65,-95,MCS7,53.4,0.842839,632.32,758.683582,948.58,37.896572,0,0
205,-68,65,-95,MCS7,56.9,0.887586,43.37,-68,65,-95,MCS7,54.1,0.852755,662.8,752.655053,870.72,32.849136,0,0
206,-68,65,-95,MCS7,56.9,0.890267,43.41,-65,65,-95,MCS7,55.6,0.85864,666.54,757.361741,840.94,32.315331,0,0
207,-68,65,-95,MCS7,55.6,0.891806,43.22,-67,65,-95,MCS7,51.2,0.862522,662.3,756.218978,854.95,34.092789,0,0
208,-68,65,-95,MCS7,56.9,0.892586,43.593333,-69,65,-95,MCS7,55.6,0.858151,468.07,765.874587,1242.28,76.858259,0,0
209,-70,58.5,-95,MCS6,44.5,0.882844,33.723333,-71,58.5,-95,MCS6,39,0.818349,438.07,993.64483,1383.41,117.733094,0,1
210,-68,65,-95,MCS7,56.9,0.893076,42.483333,-68,65,-95,MCS7,42.8,0.814653,659.01,752.494904,860.83,34.416861,0,0
211,-67,65,-95,MCS7,54.3,0.897995,43.937931,-67,65,-95,MCS7,52.3,0.873954,1.14,655.130543,878.17,213.969999,0.12,0
212,-67,65,-95,MCS7,56.9,0.899263,43.463333,-67,65,-95,MCS7,54.1,0.886016,671.07,754.374051,1075.89,34.401424,0,0
213,-74,52,-95,MCS5,39.2,0.823269,28.28,-72,52,-95,MCS5,32.6,0.729206,727.51,1170.530497,1588.96,119.061782,0,1
214,-68,65,-95,MCS7,57.2,0.825777,43.153333,-66,65,-95,MCS7,53.7,0.881019,671.21,755.130503,862.94,33.227922,0,0
215,-68,65,-95,MCS7,56.9,0.896171,43.386667,-68,65,-95,MCS7,49.8,0.728042,667.54,755.006086,874.65,32.629323,0,0
216,-67,65,-95,MCS7,56.9,0.89697,43.216667,-67,65,-95,MCS7,47.6,0.745362,671.93,757.997598,845.38,32.17051,0,0
217,-67,65,-95,MCS7,56.6,0.897151,43.55,-67,65,-95,MCS7,51.5,0.879419,619.75,758.882953,1104.25,45.179454,0,0
218,-67,65,-95,MCS7,57.2,0.897434,43.216667,-67,65,-95,MCS7,49.1,0.87918,671.07,828.395383,2130.51,226.893046,0,0
219,-76,39,-95,MCS4,32.3,0.897721,23.386667,-75,39,-95,MCS4,20.5,0.706049,705.54,1366.508237,1789.25,216.263569,0,1
220,-67,65,-95,MCS7,33.7,0.896092,42.67,-68,65,-95,MCS7,54.1,0.794563,663.65,757.152118,847.64,34.393877,0,0
221,-67,65,-95,MCS7,56.9,0.897573,43.934483,-67,65,-95,MCS7,54.1,0.855484,1.45,641.864438,845.92,226.487543,0.09,0
222,-67,65,-95,MCS7,57.2,0.898226,43.256667,-67,65,-95,MCS7,50.5,0.873271,684.98,760.115565,854.78,32.631553,0,0
223,-78,39,-95,MCS4,22.4,0.660023,17.982,-78,39,-95,MCS4,24.5,0.67366,713.38,1910.112129,2576.86,256.266513,0,1
224,-67,65,-95,MCS7,22.4,0.893458,41.91,-68,65,-95,MCS7,27.4,0.677687,643.03,785.428758,2280.34,160.546605,0,0
225,-68,65,-95,MCS7,54.4,0.894001,43.476667,-67,65,-95,MCS7,54.1,0.870189,675.42,756.930571,872.98,33.86545,0,0
226,-68,65,-95,MCS7,55.2,0.895923,43.536667,-66,65,-95,MCS7,53.2,0.872358,664.88,753.307945,843.41,32.974597,0,0
227,-67,65,-95,MCS7,56.9,0.896865,43.34,-67,65,-95,MCS7,54.1,0.87409,657.89,757.07069,866.28,34.215219,0,0
228,-68,65,-95,MCS7,56.9,0.897268,43.28,-65,65,-95,MCS7,54.1,0.874784,652.93,849.869405,3589.96,421.979365,0,0
229,-82,19.5,-95,MCS2,16.7,0.875577,13.647333,-81,19.5,-95,MCS2,16.3,0.718761,686.53,2378.886467,3090.49,609.815021,0.01,1
230,-67,65,-95,MCS7,57.2,0.896493,42.02,-68,65,-95,MCS7,54.1,0.87382,454.15,754.305671,973.67,44.038409,0,0
231,-68,65,-95,MCS7,54.9,0.899807,43.782759,-67,65,-95,MCS7,48.9,0.830083,1.61,647.188574,869.66,228.917539,0.07,0
232,-67,65,-95,MCS7,56.9,0.89802,43.443333,-67,65,-95,MCS7,54.1,0.852701,628.6,753.924834,844.07,34.586215,0,0
233,-84,19.5,-95,MCS2,13.8,0.70655,10.591667,-85,19.5,-95,MCS2,11.4,0.697025,705.94,3006.540854,4398.52,729.739041,0.13,1
234,-67,65,-95,MCS7,56.9,0.71812,42.48,-66,65,-95,MCS7,52.7,0.864376,652.05,753.194574,857.97,32.2913,0,0
235,-68,65,-95,MCS7,56.9,0.897913,43.423333,-65,65,-95,MCS7,54.1,0.867806,678.28,759.091629,851.35,32.682857,0,0
236,-67,65,-95,MCS7,57.2,0.89848,43.5,-67,65,-95,MCS7,48.9,0.870057,643.13,754.784699,850.92,33.905534,0,0
237,-68,65,-95,MCS7,56.9,0.898912,43.356667,-65,65,-95,MCS7,54.9,0.87183,675.02,756.529412,863.07,34.093729,0,0
238,-68,65,-95,MCS7,56.9,0.898938,43.656667,-66,65,-95,MCS7,54.1,0.872883,667.4,843.937487,8857.06,809.511774,0.01,0
239,-87,6.5,-95,MCS1,5.6,0.61783,5.713793,-87,13,-95,MCS1,6.7,0.693472,691.26,5261.064972,10203.94,2209.687896,0.13,1
240,-67,65,-95,MCS7,57.2,0.606098,42.153667,-67,65,-95,MCS7,49.4,0.857348,660.33,757.978251,856.65,33.061258,0,0
241,-68,65,-95,MCS7,56.9,0.893703,43.610345,-67,65,-95,MCS7,48.9,0.868217,1.62,645.638996,989.54,223.781975,0.08,0
242,-68,65,-95,MCS7,57.2,0.894069,43.6,-68,65,-95,MCS7,54.9,0.869602,534.15,758.994647,916.8,39.712707,0,0
243,-88,5.5,-95,5.5M,3.5,0.626543,3.948667,-89,6.5,-95,11.0M,3.6,0.543877,561.21,8453.632391,14608.49,4087.955804,0.25,1
244,-69,65,-95,MCS7,57.2,0.695463,42.623333,-68,65,-95,MCS7,53.1,0.864691,652.12,760.214502,885.61,34.788979,0,0
245,-69,65,-95,MCS7,57.2,0.897138,43.41,-67,65,-95,MCS7,49.1,0.867897,660.64,755.306352,855.31,33.631746,0,0
246,-67,65,-95,MCS7,56.9,0.897362,43.376667,-66,65,-95,MCS7,48.3,0.860608,665.27,759.513159,867.45,35.882598,0,0
247,-68,65,-95,MCS7,57.2,0.897865,43.376667,-67,65,-95,MCS7,51.5,0.86894,608.66,754.955676,840.03,34.145116,0,0
248,-68,65,-95,MCS7,54.3,0.897878,-1,-65,65,-95,MCS7,48.3,0.870581,676.78,810.351965,10770.52,707.275982,0.01,0
249,-90,5.5,-95,5.5M,2.5,0.702303,-1,-89,5.5,-95,5.5M,2.4,0.791524,219.5,9447.703515,27235.86,8386.227264,1.28,1
250,-67,65,-95,MCS7,56.9,0.897979,43.230612,-67,65,-95,MCS7,54.1,0.866655,409.03,727.183986,1071.25,82.426646,0,0
251,-67,65,-95,MCS7,56.9,0.899049,43.817241,-67,65,-95,MCS7,50.5,0.83747,1.57,656.190082,847.63,219.23116,0.12,0
252,-68,65,-95,MCS7,56.9,0.897799,43.296667,-68,65,-95,MCS7,54.1,0.874728,686.03,756.492283,852.07,32.27941,0,0
253,-67,65,-95,MCS7,56.6,0.898497,43.06,-65,65,-95,MCS7,54.9,0.879888,263.66,443.335688,749,64.285259,0.01,1
254,-67,65,-95,MCS7,56.9,0.897817,43.15,-65,65,-95,MCS7,54.1,0.880844,429.5,739.877393,839.23,66.240605,0,0
255,-67,65,-95,MCS7,56.9,0.897296,43.253333,-66,65,-95,MCS7,54.1,0.881103,669.32,759.043204,840.96,33.563064,0,0
256,-68,65,-95,MCS7,57.2,0.897312,43.3,-65,65,-95,MCS7,54.1,0.88104,673.78,754.978072,859.03,32.528043,0,0
257,-67,65,-95,MCS7,57.2,0.897105,43.486667,-67,65,-95,MCS7,54.1,0.880739,670.7,757.419114,882.35,34.562464,0,0
258,-68,65,-95,MCS7,56.9,0.897591,43.496667,-67,65,-95,MCS7,54.1,0.880764,213.89,730.972749,861.71,93.878598,0.05,0
259,-68,65,-95,MCS7,56.4,0.897995,43.043333,-66,65,-95,MCS7,48.3,0.880624,272.28,415.384758,535.87,54.31833,0.01,1
260,-67,65,-95,MCS7,55.8,0.897852,43.076667,-67,65,-95,MCS7,51.8,0.879752,330.05,707.889817,855.21,130.3524,0,0
261,-66,65,-95,MCS7,53.2,0.864264,43.786207,-67,65,-95,MCS7,52.9,0.825961,1.49,670.597403,853.13,195.600749,0.03,0
262,-67,65,-95,MCS7,56.9,0.89822,43.486667,-66,65,-95,MCS7,53.2,0.852523,655.59,752.268118,876.88,34.412023,0,0
263,-68,65,-95,MCS7,56.9,0.899656,43.073333,-67,65,-95,MCS7,54.1,0.859496,202.85,412.954837,791.28,91.168225,0.03,1
264,-67,65,-95,MCS7,53.7,0.899512,43.336667,-66,65,-95,MCS7,54.1,0.868302,402.35,734.895698,858.11,77.595435,0,0
265,-68,65,-95,MCS7,54.9,0.899202,43.386667,-67,65,-95,MCS7,49.2,0.872176,673.31,758.560044,873,33.279453,0,0
266,-68,65,-95,MCS7,56.9,0.899382,43.29,-68,65,-95,MCS7,52.9,0.873901,673.94,757.36434,874.12,34.067477,0,0
267,-68,65,-95,MCS7,56.9,0.898595,43.233333,-68,65,-95,MCS7,51.1,0.874481,663.53,755.831342,854.46,34.080573,0,0
268,-67,65,-95,MCS7,56.9,0.898477,43.293333,-67,65,-95,MCS7,54.1,0.875361,200.16,736.852931,855.17,92.735743,0.04,0
269,-67,65,-95,MCS7,53.4,0.898175,43.066667,-65,65,-95,MCS7,51.1,0.875397,229.94,332.299258,441.66,37.992849,0.01,1
270,-67,65,-95,MCS7,55,0.898233,43.11,-66,65,-95,MCS7,50.8,0.876191,396.6,716.633222,845.63,89.331037,0,0
271,-67,65,-95,MCS7,56.9,0.902586,44.006897,-67,65,-95,MCS7,54.1,0.892868,1.56,652.077429,851.53,220.429153,0.12,0
272,-68,65,-95,MCS7,55.5,0.90127,43.183333,-67,65,-95,MCS7,54.1,0.869896,451,761.683166,983.49,43.903202,0,0
273,-67,65,-95,MCS7,56.9,0.900967,43.203333,-67,65,-95,MCS7,51.8,0.872321,177.53,279.716029,740.03,47.177466,0.04,1
274,-67,65,-95,MCS7,57.2,0.900784,43.313333,-67,65,-95,MCS7,54.1,0.879753,268.01,663.489123,841.2,170.559623,0,0
275,-67,65,-95,MCS7,56.9,0.900476,43.2,-67,65,-95,MCS7,54.1,0.880001,676.91,761.372612,858.97,32.03486,0,0
276,-67,65,-95,MCS7,56.9,0.899795,43.13,-68,65,-95,MCS7,54.1,0.880467,671.85,756.675085,870.38,33.824963,0,0
277,-68,65,-95,MCS7,56.9,0.899428,43.386667,-65,65,-95,MCS7,52.6,0.880551,678.98,758.107425,865.73,32.810958,0,0
278,-67,65,-95,MCS7,56.9,0.899647,43.216667,-65,65,-95,MCS7,54.1,0.880243,226.87,723.16155,834.99,128.458104,0.05,0
279,-69,65,-95,MCS7,56.9,0.899597,43.166667,-66,65,-95,MCS7,54.1,0.880175,203.73,285.506875,359.34,24.688704,0.01,1
280,-67,65,-95,MCS7,57.2,0.899102,42.843333,-68,65,-95,MCS7,54.9,0.88007,291.93,696.048243,858.07,146.597573,0,0
281,-67,65,-95,MCS7,56.9,0.899074,43.837931,-66,65,-95,MCS7,52.9,0.873829,1.28,661.416885,849.58,216.443164,0.08,0
282,-67,65,-95,MCS7,56.9,0.898131,43.43,-67,65,-95,MCS7,54.1,0.877866,676.14,754.770084,834.32,31.371783,0,0
283,-68,65,-95,MCS7,51.4,0.899959,38.653333,-68,65,-95,MCS7,44.4,0.881619,1.55,63.874978,751.79,81.397851,0.03,1
284,-68,65,-95,MCS7,56.9,0.899966,43.03,-67,65,-95,MCS7,52.9,0.882682,290.46,746.093235,848.91,56.02029,0,0
285,-67,65,-95,MCS7,56.9,0.900075,43.266667,-66,65,-95,MCS7,54.1,0.882057,662.42,757.294137,888.71,35.63755,0,0
286,-68,65,-95,MCS7,56.9,0.899264,43.32,-66,65,-95,MCS7,54.1,0.881717,674.93,753.385368,840.45,33.082764,0,0
287,-67,65,-95,MCS7,53.5,0.899174,43.28,-67,65,-95,MCS7,54.1,0.881203,668.16,756.956688,853.12,32.995471,0,0
288,-68,65,-95,MCS7,56.9,0.899319,43.273333,-66,65,-95,MCS7,54.1,0.88098,51.43,699.736849,869.29,194.643095,0.03,0
289,-67,65,-95,MCS7,35,0.899279,29.506667,-68,65,-95,MCS7,35,0.881017,1.33,100.331921,714.13,152.727989,0,1
290,-67,65,-95,MCS7,56.9,0.901288,42.723333,-67,65,-95,MCS7,54.9,0.881893,665.72,752.916589,841.04,33.69645,0,0
291,-67,65,-95,MCS7,56.9,0.864634,43.710345,-66,65,-95,MCS7,54.1,0.831099,1.59,666.374501,865.59,214.46893,0.05,0
292,-67,65,-95,MCS7,56.9,0.897017,43.266667,-67,65,-95,MCS7,51.1,0.867088,658.21,757.575054,872.05,33.970371,0,0
293,-67,65,-95,MCS7,35,0.897873,21.14,-67,65,-95,MCS7,35,0.876161,1.53,96.223341,786.76,106.000471,0,1
294,-68,65,-95,MCS7,56.9,0.909866,41.796667,-68,65,-95,MCS7,54.1,0.890448,170.21,736.238496,855.75,80.148243,0,0
295,-67,65,-95,MCS7,56.9,0.907094,43.183333,-67,65,-95,MCS7,51.2,0.888391,680.26,758.910769,844.4,32.399113,0,0
296,-67,65,-95,MCS7,57.2,0.905919,43.526667,-67,65,-95,MCS7,54.9,0.887901,658.34,750.846107,851.41,33.654458,0,0
297,-68,65,-95,MCS7,56.9,0.904974,43.243333,-65,65,-95,MCS7,54.1,0.88691,675.69,757.787882,843.09,31.900308,0,0
298,-67,65,-95,MCS7,57.2,0.904008,43.203333,-66,65,-95,MCS7,52,0.885825,150.42,696.62222,851.31,182.928986,0,0
299,-67,65,-95,MCS7,35,0.90383,12.145,-67,65,-95,MCS7,35,0.886219,1.58,201.325426,832.17,159.685938,0,1
300,-68,65,-95,MCS7,57.2,0.905686,41.056333,-66,65,-95,MCS7,54.1,0.888144,686.99,755.377305,860.03,32.304428,0,0
301,-69,65,-95,MCS7,56.3,0.89695,43.910345,-67,65,-95,MCS7,54.9,0.879715,20.38,662.428232,856.76,204.155161,0.09,0
302,-67,65,-95,MCS7,56.9,0.89689,43.46,-65,65,-95,MCS7,49.5,0.882977,644.43,757.447053,877.51,35.600131,0,0
303,-68,65,-95,MCS7,56.9,0.89877,43.136667,-66,65,-95,MCS7,54.1,0.884683,238.88,461.532966,809.88,70.014522,0.03,1
304,-68,65,-95,MCS7,56.9,0.898498,43.28,-66,65,-95,MCS7,49.7,0.885225,364.35,711.364184,839.19,89.425289,0,0
305,-67,65,-95,MCS7,57.2,0.898856,43.476667,-67,65,-95,MCS7,50.9,0.885436,679.24,755.195693,840.55,31.38083,0,0
306,-67,65,-95,MCS7,56.9,0.899359,43.386667,-66,65,-95,MCS7,54.1,0.884032,658.6,756.229176,848.19,33.721385,0,0
307,-67,65,-95,MCS7,57.2,0.899218,43.46,-67,65,-95,MCS7,54.1,0.883266,669.28,758.912626,850.58,33.136797,0,0
308,-66,65,-95,MCS7,56.9,0.899283,43.423333,-65,65,-95,MCS7,54.1,0.883398,361.29,733.830365,871.67,84.891823,0.03,0
309,-67,65,-95,MCS7,56.9,0.899362,43.13,-67,65,-95,MCS7,54.1,0.883671,262.56,411.683616,539.6,48.429129,0.02,1
310,-69,65,-95,MCS7,55,0.898913,43.123333,-67,65,-95,MCS7,48.3,0.882964,458.87,746.11197,857.13,66.59728,0,0
311,-67,65,-95,MCS7,56.9,0.897526,43.803448,-68,65,-95,MCS7,52.9,0.831324,1.48,646.081495,878.91,231.217437,0.08,0
312,-69,65,-95,MCS7,50.5,0.895307,43.166667,-67,65,-95,MCS7,54.1,0.864413,668.64,759.861551,858.36,35.606312,0,0
313,-67,65,-95,MCS7,54.4,0.896384,42.94,-67,65,-95,MCS7,52.7,0.87468,298.44,419.378138,571.92,46.922876,0.02,1
314,-67,65,-95,MCS7,57.2,0.89633,43.11,-67,65,-95,MCS7,54.1,0.877265,368.56,688.504456,861.46,130.961507,0,0
315,-68,65,-95,MCS7,56.6,0.895985,43.25,-68,65,-95,MCS7,54.1,0.877573,679.54,756.982347,882.03,31.875935,0,0
316,-68,65,-95,MCS7,56.9,0.896296,43.48,-68,65,-95,MCS7,54.1,0.878382,672.63,755.180656,906.51,33.43242,0,0
317,-67,65,-95,MCS7,56.9,0.896997,43.21,-65,65,-95,MCS7,54.1,0.878408,636.91,762.46846,853.86,33.622751,0,0
318,-67,65,-95,MCS7,56.6,0.89637,43.076667,-68,65,-95,MCS7,52.7,0.87834,247.07,714.281623,863.41,139.149704,0.05,0
319,-69,65,-95,MCS7,56.9,0.896273,43.1,-66,65,-95,MCS7,54.1,0.878615,259.49,355.645636,537.62,40.983529,0.01,1
320,-68,65,-95,MCS7,56.9,0.896485,43.4,-67,65,-95,MCS7,54.1,0.87852,545.14,748.05573,921.81,43.259496,0,0
321,-68,65,-95,MCS7,54.7,0.890904,43.906897,-67,65,-95,MCS7,54.9,0.819813,1.56,637.346017,866.35,233.876331,0.12,0
322,-68,65,-95,MCS7,57.2,0.895988,43.5,-65,65,-95,MCS7,53.4,0.874949,667.13,754.469694,853.81,34.435999,0,0
323,-69,65,-95,MCS7,56.9,0.898382,43.263333,-67,65,-95,MCS7,54.1,0.877586,151.66,290.914273,761.1,61.248423,0.04,1
324,-67,65,-95,MCS7,56.9,0.898542,43.27,-68,65,-95,MCS7,54.1,0.878925,199.41,652.249318,844.78,197.731194,0,0
325,-67,65,-95,MCS7,56.9,0.8989,43.413333,-68,65,-95,MCS7,54.1,0.880087,660.88,756.341584,993.67,35.281315,0,0
326,-68,65,-95,MCS7,56.9,0.89891,43.353333,-68,65,-95,MCS7,48.9,0.87986,666.35,758.401858,853.5,32.155559,0,0
327,-67,65,-95,MCS7,56.9,0.898609,43.46,-68,65,-95,MCS7,49.4,0.879668,672.9,757.331961,852.47,33.476474,0,0
328,-68,65,-95,MCS7,56.9,0.898926,43.556667,-68,65,-95,MCS7,54.1,0.880639,96.59,711.555975,842.71,148.23536,0.07,0
329,-67,65,-95,MCS7,56.9,0.899246,43.296667,-67,65,-95,MCS7,54.1,0.880951,111.04,267.30337,368.05,35.286286,0,1
330,-67,65,-95,MCS7,56.9,0.899127,43.28,-66,65,-95,MCS7,54.1,0.881326,252.59,688.678874,857.54,155.403278,0,0
331,-67,65,-95,MCS7,56.6,0.896284,44.089655,-67,65,-95,MCS7,51.5,0.854809,18.3,652.475652,850.16,203.675013,0.09,0
332,-68,65,-95,MCS7,56.9,0.901857,43.59,-66,65,-95,MCS7,50.9,0.877906,659.93,753.474535,874.89,34.742655,0,0
333,-67,65,-95,MCS7,52.9,0.900911,38.773333,-67,65,-95,MCS7,44.4,0.877712,1.5,59.839464,493.84,52.028626,0,1
334,-68,65,-95,MCS7,56.9,0.901038,43.106667,-67,65,-95,MCS7,51.7,0.880885,507.5,739.853575,870.42,49.487282,0,0
335,-69,65,-95,MCS7,54,0.900669,43.18,-65,65,-95,MCS7,54.1,0.880898,671.93,756.775398,866.66,34.51958,0,0
336,-68,65,-95,MCS7,56.9,0.900003,43.39,-68,65,-95,MCS7,48.9,0.880123,663.12,756.151361,844.83,33.758678,0,0
337,-67,65,-95,MCS7,55.9,0.89971,43.376667,-67,65,-95,MCS7,50.9,0.880129,673.89,754.253697,838.97,33.000276,0,0
338,-68,65,-95,MCS7,56.7,0.899772,43.696667,-66,65,-95,MCS7,55.6,0.880289,52.11,689.138349,843.68,198.420697,0.02,0
339,-68,65,-95,MCS7,35,0.900301,29.773333,-67,65,-95,MCS7,35,0.880346,1.44,125.506603,784.04,197.255536,0,1
340,-66,65,-95,MCS7,56.9,0.90174,42.47,-66,65,-95,MCS7,50.9,0.881054,672.55,755.837678,840.87,32.861414,0,0
341,-67,65,-95,MCS7,56.9,0.897196,43.965517,-67,65,-95,MCS7,50.9,0.882718,1.63,678.318535,851.75,185.084902,0.03,0
342,-68,65,-95,MCS7,57.2,0.89952,43.55,-67,65,-95,MCS7,54.9,0.866588,429.68,756.864936,1035.11,51.125842,0,0
343,-67,65,-95,MCS7,35,0.901475,21.13,-67,65,-95,MCS7,35,0.870604,1.54,86.821893,755.89,71.431291,0,1
344,-67,65,-95,MCS7,56.9,0.911389,41.553333,-66,65,-95,MCS7,50.9,0.886903,292.29,742.054342,858.16,57.151749,0,0
345,-67,65,-95,MCS7,56.9,0.908574,43.573333,-66,65,-95,MCS7,54.1,0.886204,666.65,752.385347,848.05,34.528294,0,0
346,-67,65,-95,MCS7,56.9,0.907258,43.506667,-67,65,-95,MCS7,54.1,0.885936,666.98,751.870522,834.66,31.407999,0,0
347,-69,65,-95,MCS7,56.9,0.906472,43.586667,-65,65,-95,MCS7,52.6,0.885875,678.81,754.017933,856.26,31.575727,0,0
348,-68,65,-95,MCS7,56.9,0.905683,43.356667,-67,65,-95,MCS7,48,0.8849,150.49,700.675947,849.86,176.778779,0,0
349,-67,65,-95,MCS7,35,0.905416,12.143333,-67,65,-95,MCS7,35,0.884736,1.35,189.434803,844.72,144.742229,0.01,1
350,-66,65,-95,MCS7,35,0.906852,41.102,-67,65,-95,MCS7,52.6,0.887123,550.61,752.045123,843.52,34.722026,0,0
351,-66,65,-95,MCS7,57.2,0.882077,43.87931,-67,65,-95,MCS7,54.1,0.851979,1.4,645.440577,848.09,225.790264,0.12,0
352,-67,65,-95,MCS7,54.7,0.896738,43.23,-67,65,-95,MCS7,54.3,0.869139,656.83,756.587589,837.83,32.235201,0,0
353,-67,65,-95,MCS7,56.9,0.896792,43.21,-67,65,-95,MCS7,54.1,0.874386,158.91,447.118447,695.12,55.258266,0.05,1
354,-67,65,-95,MCS7,54.6,0.897271,43.41,-65,65,-95,MCS7,52,0.879975,357.55,692.793805,886.62,129.562847,0,0
355,-68,65,-95,MCS7,54.1,0.897969,43.46,-67,65,-95,MCS7,49.4,0.881,663.23,758.165298,845.59,34.636746,0,0
356,-68,65,-95,MCS7,56.9,0.897859,43.343333,-67,65,-95,MCS7,54.1,0.88124,674.1,756.92041,864.84,33.198895,0,0
357,-67,65,-95,MCS7,56.9,0.897928,43.586667,-66,65,-95,MCS7,54.1,0.881063,647.92,753.085345,837.42,31.209765,0,0
358,-67,65,-95,MCS7,56.9,0.898481,43.393333,-65,65,-95,MCS7,54.1,0.88145,279.64,730.675389,852.27,87.273847,0.02,0
359,-68,65,-95,MCS7,57.2,0.898482,43.2,-67,65,-95,MCS7,52.9,0.882491,266.41,466.594009,673.77,54.676076,0.01,1
360,-67,65,-95,MCS7,56.9,0.898343,43.316667,-68,65,-95,MCS7,54.1,0.882145,642.23,758.991005,872.32,35.252304,0,0
361,-67,65,-95,MCS7,57.2,0.889052,43.7,-67,65,-95,MCS7,54.9,0.873069,1.55,657.138934,836.32,204.888452,0.09,0
362,-69,65,-95,MCS7,54.1,0.893702,43.356667,-66,65,-95,MCS7,54.1,0.880317,445.76,749.774612,854.43,50.11217,0,0
363,-67,65,-95,MCS7,56.9,0.895839,42.976667,-67,65,-95,MCS7,51.5,0.883178,273.1,415.200043,544.28,55.316525,0.01,1
